brand_id|brand|t_hour|t_minute|ext_price
10012010|"importoamalgamalg #10"|9|54|1790.88
1001002|"amalgamalg #2"|19|26|1787.94
9001003|"amalgmaxi #3"|9|25|1785.99
1003001|"exportiamalg #1"|8|50|1785.00
4003001|"exportiedu pack #1"|17|19|1784.36
3001001|"amalgexporti #1"|19|22|1783.18
5003001|"exportischolar #1"|19|4|1783.04
3002002|"importoexporti #2"|17|5|1782.87
8010001|"univmaxi #1"|18|45|1781.60
9012003|"importounivamalg #3"|9|6|1781.20
9003008|"exportimaxi #8"|8|39|1780.24
6010002|"univbrand #2"|6|35|1778.75
9003005|"exportimaxi #5"|17|42|1776.50
10016001|"corpamalgamalg #1"|18|29|1775.02
7009010|"maxibrand #10"|9|26|1774.32
1001001|"amalgamalg #1"|17|13|1773.08
8005010|"scholarnameless #10"|9|48|1771.90
1003001|"exportiamalg #1"|17|0|1770.69
6011003|"amalgbrand #3"|8|7|1769.95
10016003|"corpamalgamalg #3"|18|32|1769.87
2004002|"edu packimporto #2"|9|23|1768.02
7013007|"exportinameless #7"|17|38|1768.00
10002007|"importounivamalg #7"|18|21|1766.28
4002002|"importoedu pack #2"|17|37|1766.17
3002001|"importoexporti #1"|18|10|1765.76
3001001|"amalgexporti #1"|9|30|1765.62
6012003|"importobrand #3"|17|30|1765.06
10011017|"amalgamalgamalg #17"|8|52|1764.21
7010008|"univnameless #8"|17|29|1763.84
4002002|"importoedu pack #2"|19|38|1763.00
2003001|"exportiimporto #1"|18|11|1762.80
6010005|"univbrand #5"|17|12|1761.46
2002002|"importoimporto #2"|8|1|1761.12
3001001|"amalgexporti #1"|19|36|1760.70
2001002|"amalgimporto #2"|6|57|1760.30
5004002|"edu packscholar #2"|19|37|1759.10
10005013|"scholarunivamalg #13"|17|20|1758.72
6006003|"corpcorp #3"|8|16|1758.33
9002003|"importomaxi #3"|6|27|1758.32
2004002|"edu packimporto #2"|19|49|1757.35
7010001|"univnameless #1"|19|56|1756.95
10003007|"exportiunivamalg #7"|17|16|1756.65
7015002|"scholarnameless #2"|17|24|1755.12
7007010|"brandbrand #10"|17|12|1754.40
6012008|"importobrand #8"|18|47|1753.92
10010017|"univamalgamalg #17"|19|40|1751.68
4001001|"amalgedu pack #1"|19|49|1751.50
5004001|"edu packscholar #1"|9|40|1751.39
8015005|"scholarmaxi #5"|17|53|1750.85
10002007|"importounivamalg #7"|18|19|1749.30
5004002|"edu packscholar #2"|9|31|1748.04
9013008|"exportiunivamalg #8"|6|40|1746.92
9003008|"exportimaxi #8"|9|12|1746.39
4002001|"importoedu pack #1"|9|53|1746.24
1004002|"edu packamalg #2"|9|4|1746.00
7016007|"corpnameless #7"|19|28|1745.50
7015003|"scholarnameless #3"|9|42|1745.01
4004002|"edu packedu pack #2"|8|35|1743.46
5001002|"amalgscholar #2"|9|18|1742.79
6012005|"importobrand #5"|19|38|1742.76
4002002|"importoedu pack #2"|19|32|1742.00
8005005|"scholarnameless #5"|9|18|1741.65
7006003|"corpbrand #3"|18|22|1741.32
7005006|"scholarbrand #6"|9|2|1741.22
1002001|"importoamalg #1"|8|27|1739.10
8004001|"edu packnameless #1"|6|48|1738.50
10015003|"scholaramalgamalg #3"|17|12|1736.96
6010006|"univbrand #6"|7|6|1736.77
7004004|"edu packbrand #4"|8|1|1736.28
10012005|"importoamalgamalg #5"|8|3|1733.55
10011017|"amalgamalgamalg #17"|17|2|1733.28
6015004|"scholarbrand #4"|9|27|1733.01
10015012|"scholaramalgamalg #12"|9|37|1731.80
3004002|"edu packexporti #2"|17|17|1731.68
2001002|"amalgimporto #2"|19|17|1731.36
5004001|"edu packscholar #1"|19|15|1731.03
2001001|"amalgimporto #1"|8|8|1730.55
7003003|"exportibrand #3"|18|23|1730.19
10006003|"corpunivamalg #3"|18|30|1730.16
10013013|"exportiamalgamalg #13"|9|22|1729.60
8009005|"maxinameless #5"|19|54|1727.73
7010010|"univnameless #10"|9|57|1727.55
7007004|"brandbrand #4"|9|0|1727.54
5001001|"amalgscholar #1"|8|55|1726.50
6003007|"exporticorp #7"|9|22|1725.46
2003002|"exportiimporto #2"|19|11|1725.30
3004001|"edu packexporti #1"|18|29|1725.21
6015006|"scholarbrand #6"|9|13|1724.92
6010002|"univbrand #2"|17|49|1724.58
9014002|"edu packunivamalg #2"|9|18|1724.41
2002001|"importoimporto #1"|18|28|1721.44
9016008|"corpunivamalg #8"|9|11|1720.81
4003001|"exportiedu pack #1"|9|22|1719.48
9015009|"scholarunivamalg #9"|18|59|1719.12
7014009|"edu packnameless #9"|19|7|1718.64
4002002|"importoedu pack #2"|8|17|1718.55
2002001|"importoimporto #1"|19|56|1717.56
8016003|"corpmaxi #3"|18|46|1716.14
2001001|"amalgimporto #1"|17|44|1715.64
6016003|"corpbrand #3"|9|41|1715.57
3004002|"edu packexporti #2"|8|39|1715.49
7009005|"maxibrand #5"|17|23|1715.20
8002009|"importonameless #9"|9|1|1714.44
6009004|"maxicorp #4"|17|33|1714.28
1002002|"importoamalg #2"|8|2|1713.14
8009009|"maxinameless #9"|19|30|1712.75
7009009|"maxibrand #9"|9|28|1712.28
6006002|"corpcorp #2"|19|52|1712.04
3002002|"importoexporti #2"|19|35|1711.46
2002002|"importoimporto #2"|17|48|1710.41
7010004|"univnameless #4"|17|22|1710.03
4003001|"exportiedu pack #1"|8|43|1709.60
6015006|"scholarbrand #6"|9|14|1709.34
1003002|"exportiamalg #2"|7|14|1708.84
5001001|"amalgscholar #1"|19|11|1707.58
9009002|"maximaxi #2"|9|4|1707.48
1003002|"exportiamalg #2"|17|8|1706.88
2003001|"exportiimporto #1"|17|26|1705.69
10010017|"univamalgamalg #17"|8|21|1704.00
2004002|"edu packimporto #2"|9|3|1701.18
10005014|"scholarunivamalg #14"|9|14|1701.00
4001002|"amalgedu pack #2"|17|41|1700.79
6003003|"exporticorp #3"|9|19|1700.79
6015008|"scholarbrand #8"|19|21|1700.48
10013013|"exportiamalgamalg #13"|17|32|1697.64
4002001|"importoedu pack #1"|18|18|1697.40
10006008|"corpunivamalg #8"|17|11|1696.64
7012010|"importonameless #10"|18|41|1695.56
1003002|"exportiamalg #2"|17|52|1694.88
10006017|"corpunivamalg #17"|18|17|1694.72
1003001|"exportiamalg #1"|19|48|1694.55
6011008|"amalgbrand #8"|18|51|1694.16
9002011|"importomaxi #11"|6|4|1694.00
10012001|"importoamalgamalg #1"|17|2|1693.80
10007014|"brandunivamalg #14"|7|54|1693.62
6005007|"scholarcorp #7"|9|31|1693.28
7010004|"univnameless #4"|7|35|1693.20
4002001|"importoedu pack #1"|19|13|1693.02
6012001|"importobrand #1"|19|35|1690.65
9008005|"namelessmaxi #5"|18|8|1689.66
10016016|"corpamalgamalg #16"|19|30|1689.60
1003001|"exportiamalg #1"|17|14|1689.30
8014005|"edu packmaxi #5"|18|32|1688.05
10006017|"corpunivamalg #17"|19|44|1686.36
1001001|"amalgamalg #1"|17|31|1685.80
10016007|"corpamalgamalg #7"|18|1|1684.20
3003001|"exportiexporti #1"|9|7|1683.99
8008005|"namelessnameless #5"|19|43|1683.88
6015004|"scholarbrand #4"|17|43|1681.35
7007004|"brandbrand #4"|19|35|1681.25
3001002|"amalgexporti #2"|18|34|1680.36
2001001|"amalgimporto #1"|17|49|1679.68
6003007|"exporticorp #7"|18|13|1678.95
9001005|"amalgmaxi #5"|18|55|1678.34
4003001|"exportiedu pack #1"|19|3|1678.30
5002002|"importoscholar #2"|9|9|1677.56
9007009|"brandmaxi #9"|17|17|1676.78
9010009|"univunivamalg #9"|9|53|1676.52
10012010|"importoamalgamalg #10"|9|17|1675.45
8015005|"scholarmaxi #5"|18|11|1674.93
7004006|"edu packbrand #6"|19|29|1674.22
9011008|"amalgunivamalg #8"|9|58|1672.40
10014001|"edu packamalgamalg #1"|18|23|1672.33
4004002|"edu packedu pack #2"|9|11|1670.72
6002003|"importocorp #3"|18|10|1669.96
1002002|"importoamalg #2"|17|55|1669.72
6012002|"importobrand #2"|9|45|1668.45
10006009|"corpunivamalg #9"|17|50|1667.13
7005006|"scholarbrand #6"|18|54|1666.60
9015003|"scholarunivamalg #3"|6|33|1666.56
5004001|"edu packscholar #1"|18|48|1666.50
5003001|"exportischolar #1"|19|42|1666.17
6003008|"exporticorp #8"|9|44|1666.08
5002001|"importoscholar #1"|19|55|1665.91
3003001|"exportiexporti #1"|9|42|1665.20
7005007|"scholarbrand #7"|19|50|1663.44
4004002|"edu packedu pack #2"|19|36|1662.08
6012001|"importobrand #1"|18|51|1661.91
6011003|"amalgbrand #3"|18|2|1661.85
6015006|"scholarbrand #6"|19|31|1660.80
10013002|"exportiamalgamalg #2"|17|26|1659.96
5004001|"edu packscholar #1"|19|41|1658.88
3003001|"exportiexporti #1"|17|11|1658.28
8013009|"exportimaxi #9"|8|36|1657.53
6015008|"scholarbrand #8"|17|12|1657.38
7012010|"importonameless #10"|17|8|1657.12
2001002|"amalgimporto #2"|8|23|1656.96
10014016|"edu packamalgamalg #16"|8|12|1656.48
1004001|"edu packamalg #1"|18|38|1656.43
5004001|"edu packscholar #1"|19|33|1656.27
7009003|"maxibrand #3"|18|6|1656.00
1004002|"edu packamalg #2"|17|13|1655.97
6015006|"scholarbrand #6"|17|10|1655.55
8004003|"edu packnameless #3"|9|16|1655.50
4002001|"importoedu pack #1"|18|28|1654.62
10015001|"scholaramalgamalg #1"|17|58|1653.59
6007007|"brandcorp #7"|8|29|1653.24
1004002|"edu packamalg #2"|18|55|1653.08
6009004|"maxicorp #4"|18|29|1652.78
3001001|"amalgexporti #1"|8|7|1652.20
8010008|"univmaxi #8"|17|48|1652.13
3002001|"importoexporti #1"|17|58|1651.66
2001001|"amalgimporto #1"|9|38|1651.42
8010006|"univmaxi #6"|9|48|1651.26
3002001|"importoexporti #1"|17|31|1651.20
10015013|"scholaramalgamalg #13"|18|41|1649.70
2003002|"exportiimporto #2"|9|35|1649.52
6012001|"importobrand #1"|6|55|1648.66
4002002|"importoedu pack #2"|17|50|1648.64
2004001|"edu packimporto #1"|9|45|1648.08
7006004|NULL|18|23|1647.64
4002001|"importoedu pack #1"|19|23|1647.36
4004002|"edu packedu pack #2"|18|48|1646.86
10012005|"importoamalgamalg #5"|18|7|1646.82
8011009|"amalgmaxi #9"|17|29|1644.69
5003001|"exportischolar #1"|7|55|1643.88
10003015|"exportiunivamalg #15"|19|49|1643.56
6011003|"amalgbrand #3"|19|32|1643.52
10014001|"edu packamalgamalg #1"|7|26|1642.62
9015003|"scholarunivamalg #3"|9|3|1641.69
7010001|"univnameless #1"|7|20|1640.64
9007003|"brandmaxi #3"|9|47|1639.84
8011007|"amalgmaxi #7"|17|39|1639.04
10008002|"namelessunivamalg #2"|17|25|1639.00
9006011|"corpmaxi #11"|17|22|1638.90
4003001|"exportiedu pack #1"|17|47|1637.64
5001002|"amalgscholar #2"|17|29|1637.02
7007010|"brandbrand #10"|17|46|1636.48
7010004|"univnameless #4"|19|37|1635.75
9015002|"scholarunivamalg #2"|8|59|1635.75
7005006|"scholarbrand #6"|19|13|1633.70
1004001|"edu packamalg #1"|19|18|1633.21
6005001|"scholarcorp #1"|18|20|1632.96
5004001|"edu packscholar #1"|17|18|1632.39
8009003|"maxinameless #3"|19|49|1631.28
8010009|"univmaxi #9"|9|41|1630.86
2001002|"amalgimporto #2"|17|21|1630.40
1001001|"amalgamalg #1"|6|47|1629.95
9007009|"brandmaxi #9"|18|46|1628.80
7015002|"scholarnameless #2"|18|25|1628.55
7012005|"importonameless #5"|9|47|1626.56
7008009|"namelessbrand #9"|17|9|1626.40
6006007|"corpcorp #7"|17|35|1625.88
9005009|"scholarmaxi #9"|9|25|1624.50
9001011|"amalgmaxi #11"|19|37|1624.35
5004002|"edu packscholar #2"|17|21|1623.60
3003002|"exportiexporti #2"|18|36|1623.37
3001001|"amalgexporti #1"|8|23|1623.27
7001007|"amalgbrand #7"|9|59|1623.19
8011008|"amalgmaxi #8"|9|6|1622.26
1002001|"importoamalg #1"|17|48|1621.62
4002001|"importoedu pack #1"|18|53|1621.62
7001009|"amalgbrand #9"|17|38|1621.20
1001001|"amalgamalg #1"|18|54|1620.80
10004008|"edu packunivamalg #8"|18|46|1620.36
7012005|"importonameless #5"|18|49|1618.72
5001002|"amalgscholar #2"|17|54|1617.21
6008003|"namelesscorp #3"|9|35|1616.34
10008002|"namelessunivamalg #2"|7|18|1616.25
9006008|"corpmaxi #8"|6|41|1615.95
6015005|"scholarbrand #5"|18|41|1615.05
8004009|"edu packnameless #9"|8|34|1614.84
10006003|"corpunivamalg #3"|9|18|1614.48
9011008|"amalgunivamalg #8"|19|30|1612.71
7012010|"importonameless #10"|9|20|1612.53
NULL|NULL|18|35|1612.00
10003011|"exportiunivamalg #11"|8|18|1611.60
7013009|"exportinameless #9"|8|40|1611.21
10016004|"corpamalgamalg #4"|8|58|1610.08
9014011|"edu packunivamalg #11"|17|45|1610.00
6008005|"namelesscorp #5"|8|24|1609.52
4004002|"edu packedu pack #2"|19|13|1608.96
2004002|"edu packimporto #2"|9|28|1607.04
1003002|"exportiamalg #2"|17|24|1606.84
8008004|"namelessnameless #4"|17|11|1606.64
10004015|"edu packunivamalg #15"|9|27|1606.46
7016007|"corpnameless #7"|7|6|1605.99
10009013|"maxiunivamalg #13"|18|41|1604.64
5002001|"importoscholar #1"|19|56|1604.28
3002001|"importoexporti #1"|18|24|1603.00
1001001|"amalgamalg #1"|9|51|1600.83
3002001|"importoexporti #1"|19|35|1600.63
5003002|"exportischolar #2"|8|28|1600.55
1004002|"edu packamalg #2"|17|14|1599.92
3003001|"exportiexporti #1"|17|48|1599.78
3003001|"exportiexporti #1"|9|56|1599.00
2003001|"exportiimporto #1"|9|12|1597.71
3003001|"exportiexporti #1"|8|21|1597.32
10016002|"corpamalgamalg #2"|7|43|1597.14
7003003|"exportibrand #3"|19|18|1596.79
1003002|"exportiamalg #2"|19|0|1596.51
3001002|"amalgexporti #2"|9|1|1595.44
9007003|"brandmaxi #3"|18|58|1595.18
5003001|"exportischolar #1"|18|18|1594.71
5001001|"amalgscholar #1"|19|27|1594.08
7007010|"brandbrand #10"|17|24|1593.60
7004004|"edu packbrand #4"|18|58|1593.15
8005009|"scholarnameless #9"|18|51|1592.90
3002001|"importoexporti #1"|19|23|1592.86
9013008|"exportiunivamalg #8"|17|39|1592.68
8008005|"namelessnameless #5"|8|51|1591.60
7003009|"exportibrand #9"|9|53|1591.42
9009003|"maximaxi #3"|8|15|1591.23
10006013|"corpunivamalg #13"|18|22|1590.50
8012004|"importomaxi #4"|9|31|1590.40
1003001|"exportiamalg #1"|7|35|1590.36
1004001|"edu packamalg #1"|19|16|1588.57
9014002|"edu packunivamalg #2"|9|53|1588.23
1003002|"exportiamalg #2"|18|11|1587.20
4002002|"importoedu pack #2"|9|30|1586.62
3002002|"importoexporti #2"|8|19|1585.74
8010009|"univmaxi #9"|19|4|1585.71
6008005|"namelesscorp #5"|6|26|1585.22
5003002|"exportischolar #2"|9|4|1584.72
10016016|"corpamalgamalg #16"|17|40|1584.44
2004002|"edu packimporto #2"|9|17|1584.15
4001001|"amalgedu pack #1"|18|14|1584.00
7013009|"exportinameless #9"|8|7|1584.00
9007005|"brandmaxi #5"|19|45|1583.01
1004002|"edu packamalg #2"|18|19|1582.96
10016002|"corpamalgamalg #2"|7|21|1582.86
2003001|"exportiimporto #1"|9|41|1582.20
9009002|"maximaxi #2"|17|6|1581.58
9011008|"amalgunivamalg #8"|19|56|1581.30
10009006|"maxiunivamalg #6"|17|23|1580.04
10015004|"scholaramalgamalg #4"|19|30|1579.50
2003001|"exportiimporto #1"|19|32|1578.50
6009003|"maxicorp #3"|19|15|1578.45
9016005|"corpunivamalg #5"|18|57|1578.45
9014003|"edu packunivamalg #3"|17|21|1578.26
2002001|"importoimporto #1"|19|31|1578.02
8009009|"maxinameless #9"|18|7|1577.07
5004001|"edu packscholar #1"|9|24|1576.20
5002001|"importoscholar #1"|18|22|1575.44
3003001|"exportiexporti #1"|19|55|1575.42
9012011|"importounivamalg #11"|18|20|1575.22
6001008|"amalgcorp #8"|9|57|1575.20
1001002|"amalgamalg #2"|19|18|1575.00
6015007|"scholarbrand #7"|19|34|1574.70
7016001|"corpnameless #1"|7|59|1574.63
2002001|"importoimporto #1"|19|40|1573.37
6010006|"univbrand #6"|19|15|1573.04
7011008|"amalgnameless #8"|17|11|1572.51
10011017|"amalgamalgamalg #17"|19|7|1572.25
2003001|"exportiimporto #1"|18|57|1571.64
10015013|"scholaramalgamalg #13"|17|12|1571.40
2001002|"amalgimporto #2"|18|22|1571.15
5004001|"edu packscholar #1"|18|26|1569.15
2002001|"importoimporto #1"|9|53|1568.16
8004003|"edu packnameless #3"|17|44|1567.83
6008007|"namelesscorp #7"|19|17|1567.80
1001002|"amalgamalg #2"|19|36|1567.69
1001002|"amalgamalg #2"|18|9|1567.44
6015005|"scholarbrand #5"|19|19|1566.74
7011008|"amalgnameless #8"|9|47|1565.60
9009002|"maximaxi #2"|9|11|1564.50
5002001|"importoscholar #1"|19|16|1564.29
8012001|"importomaxi #1"|17|43|1564.13
7010010|"univnameless #10"|6|46|1563.15
7012010|"importonameless #10"|18|25|1563.00
6006007|"corpcorp #7"|17|14|1562.82
1002001|"importoamalg #1"|8|24|1562.25
1001001|"amalgamalg #1"|9|5|1561.76
4002001|"importoedu pack #1"|17|57|1561.76
10016004|"corpamalgamalg #4"|9|23|1561.28
7010009|"univnameless #9"|9|30|1561.17
5001001|"amalgscholar #1"|9|19|1560.93
3001001|"amalgexporti #1"|17|31|1560.72
2002002|"importoimporto #2"|17|49|1560.40
8005008|"scholarnameless #8"|19|0|1559.87
5004001|"edu packscholar #1"|17|5|1559.52
8005009|"scholarnameless #9"|18|29|1559.46
2001002|"amalgimporto #2"|18|33|1559.28
9008005|"namelessmaxi #5"|17|14|1558.92
1001001|"amalgamalg #1"|9|3|1557.60
2001001|"amalgimporto #1"|7|12|1557.58
9015002|"scholarunivamalg #2"|9|49|1556.64
10012017|"importoamalgamalg #17"|18|52|1555.20
5004001|"edu packscholar #1"|17|26|1555.19
3003001|"exportiexporti #1"|8|22|1554.72
9013011|"exportiunivamalg #11"|17|16|1554.28
10009006|"maxiunivamalg #6"|6|41|1554.28
4001001|"amalgedu pack #1"|19|9|1554.17
10006002|"corpunivamalg #2"|18|29|1554.00
5003002|"exportischolar #2"|19|42|1553.31
7007010|"brandbrand #10"|18|41|1552.32
6003005|"exporticorp #5"|18|38|1551.72
10013002|"exportiamalgamalg #2"|9|3|1550.66
9003005|"exportimaxi #5"|9|48|1550.25
1003001|"exportiamalg #1"|8|37|1550.12
9011008|"amalgunivamalg #8"|8|16|1550.06
6003003|"exporticorp #3"|18|59|1549.38
9002003|"importomaxi #3"|17|39|1548.26
2004001|"edu packimporto #1"|19|53|1545.22
4003002|"exportiedu pack #2"|17|38|1544.89
8003009|"exportinameless #9"|9|25|1544.75
10015004|"scholaramalgamalg #4"|19|43|1544.22
1003001|"exportiamalg #1"|18|44|1542.24
10015001|"scholaramalgamalg #1"|18|35|1540.50
5004001|"edu packscholar #1"|17|41|1540.35
4004001|"edu packedu pack #1"|18|9|1540.24
6012002|"importobrand #2"|19|50|1539.99
7003003|"exportibrand #3"|9|47|1539.72
6003007|"exporticorp #7"|9|59|1538.78
7004009|"edu packbrand #9"|17|7|1538.72
8013004|"exportimaxi #4"|17|42|1537.65
4004002|"edu packedu pack #2"|19|52|1536.72
5003002|"exportischolar #2"|19|39|1536.42
2003002|"exportiimporto #2"|19|32|1536.08
10015010|"scholaramalgamalg #10"|18|56|1535.73
9003011|"exportimaxi #11"|9|8|1535.58
1004001|"edu packamalg #1"|9|27|1535.40
1003002|"exportiamalg #2"|19|55|1535.25
7003005|"exportibrand #5"|6|32|1534.24
3002002|"importoexporti #2"|17|10|1533.84
5004002|"edu packscholar #2"|17|25|1532.58
9006008|"corpmaxi #8"|8|24|1532.18
3002002|"importoexporti #2"|19|37|1530.76
2001002|"amalgimporto #2"|18|25|1529.92
8005008|"scholarnameless #8"|17|6|1528.64
2004001|"edu packimporto #1"|19|16|1528.56
2002001|"importoimporto #1"|18|21|1527.97
5004001|"edu packscholar #1"|17|52|1527.68
4003002|"exportiedu pack #2"|8|10|1527.60
1003002|"exportiamalg #2"|7|8|1526.04
3001001|"amalgexporti #1"|8|1|1525.89
2003001|"exportiimporto #1"|6|23|1525.26
3001001|"amalgexporti #1"|9|7|1523.98
2004002|"edu packimporto #2"|19|29|1523.74
8008005|"namelessnameless #5"|9|52|1523.50
9016008|"corpunivamalg #8"|8|5|1523.37
8004003|"edu packnameless #3"|18|40|1522.10
5004001|"edu packscholar #1"|9|43|1522.08
6014007|"edu packbrand #7"|17|53|1522.08
4002002|"importoedu pack #2"|18|43|1520.56
1001001|"amalgamalg #1"|9|29|1519.98
3004001|"edu packexporti #1"|17|2|1519.00
7013007|"exportinameless #7"|17|22|1518.00
7012003|"importonameless #3"|9|46|1517.77
5002002|"importoscholar #2"|17|58|1517.60
2003001|"exportiimporto #1"|19|7|1517.50
4003001|"exportiedu pack #1"|9|52|1517.48
8010005|"univmaxi #5"|19|21|1516.83
3001002|"amalgexporti #2"|19|58|1516.08
7001009|"amalgbrand #9"|17|41|1515.36
7016007|"corpnameless #7"|17|56|1515.15
10003015|"exportiunivamalg #15"|17|29|1513.44
4004002|"edu packedu pack #2"|8|53|1513.22
1004001|"edu packamalg #1"|6|38|1513.00
9011008|"amalgunivamalg #8"|17|14|1512.00
9015011|"scholarunivamalg #11"|19|29|1511.48
7004009|"edu packbrand #9"|8|52|1510.40
6016005|"corpbrand #5"|18|15|1509.48
8010008|"univmaxi #8"|17|46|1509.00
2003001|"exportiimporto #1"|18|54|1508.53
6015005|"scholarbrand #5"|6|46|1508.43
9013009|"exportiunivamalg #9"|18|30|1508.24
8008003|"namelessnameless #3"|8|7|1505.10
9015011|"scholarunivamalg #11"|7|8|1504.75
8009005|"maxinameless #5"|19|47|1504.14
5001001|"amalgscholar #1"|19|46|1503.58
10006002|"corpunivamalg #2"|9|6|1503.18
6012003|"importobrand #3"|19|17|1503.09
8016004|"corpmaxi #4"|17|51|1502.90
9006008|"corpmaxi #8"|9|15|1502.13
6011001|"amalgbrand #1"|17|24|1501.10
8010005|"univmaxi #5"|18|35|1499.88
4004002|"edu packedu pack #2"|7|47|1499.76
10014001|"edu packamalgamalg #1"|18|0|1497.87
9012011|"importounivamalg #11"|9|39|1496.88
3003001|"exportiexporti #1"|19|36|1496.61
2003001|"exportiimporto #1"|19|45|1496.32
1004002|"edu packamalg #2"|6|37|1494.00
9009002|"maximaxi #2"|6|9|1494.00
10002014|"importounivamalg #14"|9|43|1493.80
8003003|"exportinameless #3"|8|20|1493.22
1004001|"edu packamalg #1"|18|58|1492.75
7001007|"amalgbrand #7"|19|35|1492.48
7003003|"exportibrand #3"|18|17|1492.05
3001001|"amalgexporti #1"|18|47|1490.93
2002002|"importoimporto #2"|19|2|1490.89
10016008|"corpamalgamalg #8"|19|3|1490.89
9015011|"scholarunivamalg #11"|8|44|1490.88
10015012|"scholaramalgamalg #12"|17|13|1489.92
1004001|"edu packamalg #1"|6|33|1489.75
4001001|"amalgedu pack #1"|17|10|1488.62
6012004|"importobrand #4"|17|19|1488.56
3002001|"importoexporti #1"|9|8|1485.60
6007007|"brandcorp #7"|6|3|1485.55
1003002|"exportiamalg #2"|17|23|1485.38
4001002|"amalgedu pack #2"|19|16|1485.12
10004015|"edu packunivamalg #15"|9|5|1483.96
3003001|"exportiexporti #1"|9|48|1483.56
3002001|"importoexporti #1"|19|49|1483.03
6003003|"exporticorp #3"|7|31|1482.12
2001001|"amalgimporto #1"|9|48|1479.52
7014002|"edu packnameless #2"|8|17|1479.00
2002002|"importoimporto #2"|17|5|1478.40
2002002|"importoimporto #2"|7|15|1478.00
7014002|"edu packnameless #2"|9|43|1477.44
1002002|"importoamalg #2"|19|55|1475.20
10004015|"edu packunivamalg #15"|19|58|1474.80
7015003|"scholarnameless #3"|18|22|1473.90
6005008|"scholarcorp #8"|19|35|1473.75
6008005|"namelesscorp #5"|7|1|1473.54
3003002|"exportiexporti #2"|19|53|1473.12
6015004|"scholarbrand #4"|9|8|1471.89
4001002|"amalgedu pack #2"|7|36|1471.77
9006002|"corpmaxi #2"|19|17|1471.10
6005003|"scholarcorp #3"|7|20|1470.15
7014002|"edu packnameless #2"|18|5|1470.08
7015002|"scholarnameless #2"|7|30|1469.46
4003001|"exportiedu pack #1"|8|20|1469.08
2001001|"amalgimporto #1"|9|42|1468.70
10015001|"scholaramalgamalg #1"|17|7|1468.48
1004002|"edu packamalg #2"|6|29|1468.39
2004002|"edu packimporto #2"|9|29|1468.16
10011014|"amalgamalgamalg #14"|9|35|1468.00
10015003|"scholaramalgamalg #3"|18|26|1468.00
4004001|"edu packedu pack #1"|9|26|1467.69
9013002|"exportiunivamalg #2"|19|26|1466.08
1004002|"edu packamalg #2"|18|8|1465.53
6016005|"corpbrand #5"|6|29|1465.10
9013009|"exportiunivamalg #9"|9|30|1464.38
4001002|"amalgedu pack #2"|18|24|1464.12
3004001|"edu packexporti #1"|6|55|1463.94
7005006|"scholarbrand #6"|9|5|1463.70
10008002|"namelessunivamalg #2"|19|4|1463.60
8009003|"maxinameless #3"|19|48|1462.61
4001001|"amalgedu pack #1"|9|38|1462.00
10016002|"corpamalgamalg #2"|19|24|1461.03
6002003|"importocorp #3"|19|51|1460.76
8004001|"edu packnameless #1"|18|36|1460.76
3004001|"edu packexporti #1"|6|21|1460.58
5001001|"amalgscholar #1"|17|7|1460.25
9006011|"corpmaxi #11"|17|5|1459.77
9012005|"importounivamalg #5"|8|23|1459.20
4002001|"importoedu pack #1"|6|14|1458.73
7003009|"exportibrand #9"|8|18|1458.60
4001001|"amalgedu pack #1"|19|58|1458.56
10002011|"importounivamalg #11"|17|32|1458.26
5001001|"amalgscholar #1"|9|27|1458.06
10010008|"univamalgamalg #8"|19|46|1457.90
7001005|"amalgbrand #5"|8|8|1457.10
3004001|"edu packexporti #1"|6|0|1456.92
8011007|"amalgmaxi #7"|8|31|1455.76
9006011|"corpmaxi #11"|9|15|1455.75
10015003|"scholaramalgamalg #3"|17|8|1454.76
8014004|"edu packmaxi #4"|17|51|1454.50
8011009|"amalgmaxi #9"|19|37|1454.32
1004001|"edu packamalg #1"|17|47|1452.36
2002002|"importoimporto #2"|7|4|1452.33
3004001|"edu packexporti #1"|8|22|1450.68
6003007|"exporticorp #7"|9|7|1450.65
4001001|"amalgedu pack #1"|9|4|1449.92
7004009|"edu packbrand #9"|18|49|1449.56
10014016|"edu packamalgamalg #16"|9|11|1448.85
6005008|"scholarcorp #8"|18|39|1448.40
1004001|"edu packamalg #1"|17|33|1447.60
2002001|"importoimporto #1"|19|43|1447.48
1002001|"importoamalg #1"|9|2|1447.28
8002009|"importonameless #9"|19|47|1447.08
10006009|"corpunivamalg #9"|18|47|1446.69
9013009|"exportiunivamalg #9"|17|57|1445.50
6012005|"importobrand #5"|8|45|1445.40
3003002|"exportiexporti #2"|8|13|1443.96
9012003|"importounivamalg #3"|18|18|1443.81
2004002|"edu packimporto #2"|19|35|1443.48
8014005|"edu packmaxi #5"|17|23|1443.25
10012017|"importoamalgamalg #17"|8|36|1441.37
8005005|"scholarnameless #5"|19|37|1439.90
4003002|"exportiedu pack #2"|9|44|1439.40
10009013|"maxiunivamalg #13"|19|0|1439.02
8004003|"edu packnameless #3"|17|40|1437.49
8001003|"amalgnameless #3"|8|37|1437.35
7006004|NULL|19|46|1437.00
6012004|"importobrand #4"|19|51|1435.47
6015008|"scholarbrand #8"|18|47|1435.20
5004001|"edu packscholar #1"|18|49|1434.88
5003001|"exportischolar #1"|17|43|1434.36
